PackageId,Address,PlannedGaylord,PlannedRangeMin,PlannedRangeMax,ActualGaylord,ActualRangeMin,ActualRangeMax,IsCorrect,SpawnTime,LandingTime
60,83,SortPoint_2_Left,72,107,SortPoint_2_Left,72,107,True,24.819,41.360
61,10,SortPoint_0_Left,1,36,,,,,25.233,
62,647,SortPoint_18_Left,644,679,SortPoint_18_Left,644,679,True,25.646,50.660
63,502,SortPoint_14_Left,501,536,SortPoint_14_Left,501,536,True,26.061,49.300
64,461,SortPoint_12_Left,430,464,,,,,26.480,
65,940,SortPoint_26_Left,930,964,,,,,26.896,
66,215,SortPoint_6_Left,215,250,SortPoint_6_Left,215,250,True,27.312,42.980
67,448,SortPoint_12_Left,430,464,SortPoint_12_Left,430,464,True,27.728,49.340
68,448,SortPoint_12_Left,430,464,SortPoint_12_Left,430,464,True,28.140,49.960
69,864,SortPoint_24_Left,858,893,,,,,28.556,
70,694,SortPoint_19_Right,680,714,,,,,28.974,
71,587,SortPoint_16_Left,572,607,,,,,29.389,
72,956,SortPoint_26_Left,930,964,,,,,29.804,
73,788,SortPoint_22_Left,787,821,,,,,30.220,
74,530,SortPoint_14_Left,501,536,,,,,30.635,
75,987,SortPoint_27_Right,965,1000,,,,,31.051,
76,985,SortPoint_27_Right,965,1000,,,,,31.466,
77,741,SortPoint_20_Left,715,750,,,,,31.881,
78,817,SortPoint_22_Left,787,821,,,,,32.298,
79,102,SortPoint_2_Left,72,107,SortPoint_2_Left,72,107,True,32.713,51.560
80,921,SortPoint_25_Right,894,929,,,,,33.129,
81,416,SortPoint_11_Right,394,429,,,,,33.543,
82,761,SortPoint_21_Right,751,786,,,,,33.959,
83,607,SortPoint_16_Left,572,607,,,,,34.375,
84,620,SortPoint_17_Right,608,643,,,,,34.790,
85,140,SortPoint_3_Right,108,143,,,,,35.207,
86,454,SortPoint_12_Left,430,464,,,,,35.624,
87,505,SortPoint_14_Left,501,536,,,,,36.039,
88,267,SortPoint_7_Right,251,286,,,,,36.456,
89,968,SortPoint_27_Right,965,1000,,,,,36.876,
90,523,SortPoint_14_Left,501,536,,,,,37.291,
91,678,SortPoint_18_Left,644,679,,,,,37.707,
92,88,SortPoint_2_Left,72,107,,,,,38.122,
93,265,SortPoint_7_Right,251,286,,,,,38.538,
94,136,SortPoint_3_Right,108,143,,,,,38.952,
95,44,SortPoint_1_Right,37,71,,,,,39.366,
96,216,SortPoint_6_Left,215,250,,,,,39.779,
97,451,SortPoint_12_Left,430,464,,,,,40.194,
98,421,SortPoint_11_Right,394,429,,,,,40.612,
99,461,SortPoint_12_Left,430,464,,,,,41.030,
100,912,SortPoint_25_Right,894,929,,,,,41.454,
101,251,SortPoint_7_Right,251,286,,,,,41.868,
102,161,SortPoint_4_Left,144,179,,,,,42.285,
103,366,SortPoint_10_Left,358,393,,,,,42.704,
104,40,SortPoint_1_Right,37,71,,,,,43.125,
105,203,SortPoint_5_Right,180,214,,,,,43.541,
106,32,SortPoint_0_Left,1,36,,,,,43.960,
107,107,SortPoint_2_Left,72,107,,,,,44.377,
108,278,SortPoint_7_Right,251,286,,,,,44.795,
109,887,SortPoint_24_Left,858,893,,,,,45.215,
110,78,SortPoint_2_Left,72,107,,,,,45.631,
111,954,SortPoint_26_Left,930,964,,,,,46.049,
112,996,SortPoint_27_Right,965,1000,,,,,46.466,
113,884,SortPoint_24_Left,858,893,,,,,46.892,
114,985,SortPoint_27_Right,965,1000,,,,,47.311,
115,260,SortPoint_7_Right,251,286,,,,,47.727,
116,270,SortPoint_7_Right,251,286,,,,,48.148,
117,890,SortPoint_24_Left,858,893,,,,,48.606,
118,163,SortPoint_4_Left,144,179,,,,,49.027,
119,568,SortPoint_15_Right,537,571,,,,,49.439,
120,767,SortPoint_21_Right,751,786,,,,,49.887,
121,137,SortPoint_3_Right,108,143,,,,,50.302,
122,403,SortPoint_11_Right,394,429,,,,,50.765,
123,501,SortPoint_14_Left,501,536,,,,,51.170,
124,325,SortPoint_9_Right,322,357,,,,,51.591,
125,464,SortPoint_12_Left,430,464,,,,,52.011,
126,781,SortPoint_21_Right,751,786,,,,,52.428,
127,860,SortPoint_24_Left,858,893,,,,,52.835,
128,922,SortPoint_25_Right,894,929,,,,,53.256,
129,456,SortPoint_12_Left,430,464,,,,,53.676,
130,36,SortPoint_0_Left,1,36,,,,,54.102,
