PackageId,Address,PlannedGaylord,PlannedRangeMin,PlannedRangeMax,ActualGaylord,ActualRangeMin,ActualRangeMax,IsCorrect,SpawnTime,LandingTime
146,487,SortPoint_13_Right,465,500,SortPoint_13_Right,465,500,True,66.308,88.780
147,61,SortPoint_1_Right,37,71,,,,,66.721,
148,317,SortPoint_8_Left,287,321,,,,,67.124,
149,243,SortPoint_6_Left,215,250,SortPoint_6_Left,215,250,True,67.581,88.100
150,34,SortPoint_0_Left,1,36,SortPoint_0_Left,1,36,True,67.983,83.980
151,618,SortPoint_17_Right,608,643,,,,,68.434,
152,423,SortPoint_11_Right,394,429,,,,,68.836,
153,707,SortPoint_19_Right,680,714,,,,,69.284,
154,532,SortPoint_14_Left,501,536,SortPoint_14_Left,501,536,True,69.712,96.940
155,54,SortPoint_1_Right,37,71,SortPoint_1_Right,37,71,True,70.118,87.200
156,917,SortPoint_25_Right,894,929,SortPoint_25_Right,894,929,True,70.527,102.860
157,261,SortPoint_7_Right,251,286,,,,,70.989,
158,484,SortPoint_13_Right,465,500,SortPoint_13_Right,465,500,True,71.453,98.260
159,711,SortPoint_19_Right,680,714,,,,,71.881,
160,906,SortPoint_25_Right,894,929,SortPoint_27_Right,965,1000,False,72.299,273.820
161,551,SortPoint_15_Right,537,571,,,,,72.812,
162,999,SortPoint_27_Right,965,1000,SortPoint_27_Right,965,1000,True,73.229,98.180
163,612,SortPoint_17_Right,608,643,SortPoint_17_Right,608,643,True,73.638,99.800
164,75,SortPoint_2_Left,72,107,,,,,74.093,
165,538,SortPoint_15_Right,537,571,,,,,74.540,
166,307,SortPoint_8_Left,287,321,,,,,75.002,
167,211,SortPoint_5_Right,180,214,SortPoint_5_Right,180,214,True,75.416,96.400
168,93,SortPoint_2_Left,72,107,,,,,75.872,
169,117,SortPoint_3_Right,108,143,SortPoint_3_Right,108,143,True,76.274,97.120
170,238,SortPoint_6_Left,215,250,SortPoint_6_Left,215,250,True,76.676,99.560
171,378,SortPoint_10_Left,358,393,,,,,77.082,
172,863,SortPoint_24_Left,858,893,SortPoint_12_Left,430,464,False,77.483,104.060
173,857,SortPoint_23_Right,822,857,SortPoint_23_Right,822,857,True,77.890,105.180
174,12,SortPoint_0_Left,1,36,,,,,78.301,
175,752,SortPoint_21_Right,751,786,SortPoint_21_Right,751,786,True,78.754,103.040
176,677,SortPoint_18_Left,644,679,,,,,79.161,
177,902,SortPoint_25_Right,894,929,,,,,79.570,
178,433,SortPoint_12_Left,430,464,SortPoint_12_Left,430,464,True,80.019,104.360
179,201,SortPoint_5_Right,180,214,SortPoint_5_Right,180,214,True,80.428,101.580
180,719,SortPoint_20_Left,715,750,SortPoint_20_Left,715,750,True,80.998,119.340
181,491,SortPoint_13_Right,465,500,,,,,81.414,
182,563,SortPoint_15_Right,537,571,,,,,81.925,
183,954,SortPoint_26_Left,930,964,,,,,82.342,
184,573,SortPoint_16_Left,572,607,SortPoint_18_Left,644,679,False,82.749,113.960
185,331,SortPoint_9_Right,322,357,,,,,83.167,
186,496,SortPoint_13_Right,465,500,,,,,83.587,
187,166,SortPoint_4_Left,144,179,,,,,84.001,
188,467,SortPoint_13_Right,465,500,,,,,84.465,
189,194,SortPoint_5_Right,180,214,SortPoint_5_Right,180,214,True,84.891,106.760
190,440,SortPoint_12_Left,430,464,SortPoint_12_Left,430,464,True,85.371,110.740
191,200,SortPoint_5_Right,180,214,SortPoint_5_Right,180,214,True,85.793,172.020
192,518,SortPoint_14_Left,501,536,SortPoint_14_Left,501,536,True,86.206,240.440
193,113,SortPoint_3_Right,108,143,SortPoint_3_Right,108,143,True,86.608,107.440
194,690,SortPoint_19_Right,680,714,,,,,87.022,
195,587,SortPoint_16_Left,572,607,SortPoint_16_Left,572,607,True,87.424,116.600
196,837,SortPoint_23_Right,822,857,SortPoint_23_Right,822,857,True,87.841,122.800
197,679,SortPoint_18_Left,644,679,,,,,88.254,
198,305,SortPoint_8_Left,287,321,,,,,88.711,
199,171,SortPoint_4_Left,144,179,,,,,89.128,
200,36,SortPoint_0_Left,1,36,,,,,89.538,
201,945,SortPoint_26_Left,930,964,,,,,90.004,
202,318,SortPoint_8_Left,287,321,,,,,90.473,
203,587,SortPoint_16_Left,572,607,,,,,90.949,
204,765,SortPoint_21_Right,751,786,SortPoint_21_Right,751,786,True,91.362,257.400
205,505,SortPoint_14_Left,501,536,,,,,91.796,
206,846,SortPoint_23_Right,822,857,,,,,92.236,
207,887,SortPoint_24_Left,858,893,SortPoint_24_Left,858,893,True,92.686,122.540
208,41,SortPoint_1_Right,37,71,,,,,93.117,
209,572,SortPoint_16_Left,572,607,,,,,93.618,
210,370,SortPoint_10_Left,358,393,,,,,94.052,
211,274,SortPoint_7_Right,251,286,,,,,94.477,
212,775,SortPoint_21_Right,751,786,SortPoint_18_Left,644,679,False,94.902,132.040
213,100,SortPoint_2_Left,72,107,SortPoint_2_Left,72,107,True,95.378,218.360
214,245,SortPoint_6_Left,215,250,,,,,95.801,
215,699,SortPoint_19_Right,680,714,SortPoint_16_Left,572,607,False,96.225,122.160
216,350,SortPoint_9_Right,322,357,SortPoint_9_Right,322,357,True,96.697,122.480
217,817,SortPoint_22_Left,787,821,SortPoint_22_Left,787,821,True,97.126,127.220
218,853,SortPoint_23_Right,822,857,SortPoint_23_Right,822,857,True,97.556,218.940
219,590,SortPoint_16_Left,572,607,SortPoint_16_Left,572,607,True,98.032,128.800
220,503,SortPoint_14_Left,501,536,,,,,98.501,
221,751,SortPoint_21_Right,751,786,,,,,98.925,
222,447,SortPoint_12_Left,430,464,,,,,99.350,
223,181,SortPoint_5_Right,180,214,SortPoint_5_Right,180,214,True,99.758,124.400
224,202,SortPoint_5_Right,180,214,SortPoint_5_Right,180,214,True,100.206,134.100
225,914,SortPoint_25_Right,894,929,,,,,100.628,
226,53,SortPoint_1_Right,37,71,SortPoint_1_Right,37,71,True,101.058,124.580
227,213,SortPoint_5_Right,180,214,SortPoint_5_Right,180,214,True,101.475,309.600
228,297,SortPoint_8_Left,287,321,,,,,101.883,
229,373,SortPoint_10_Left,358,393,SortPoint_10_Left,358,393,True,102.297,127.780
230,978,SortPoint_27_Right,965,1000,,,,,102.756,
231,142,SortPoint_3_Right,108,143,,,,,103.178,
232,378,SortPoint_10_Left,358,393,,,,,103.581,
233,925,SortPoint_25_Right,894,929,SortPoint_25_Right,894,929,True,104.006,138.320
234,977,SortPoint_27_Right,965,1000,,,,,104.422,
235,518,SortPoint_14_Left,501,536,SortPoint_14_Left,501,536,True,104.839,144.080
236,474,SortPoint_13_Right,465,500,,,,,105.239,
237,927,SortPoint_25_Right,894,929,SortPoint_25_Right,894,929,True,105.671,136.120
238,751,SortPoint_21_Right,751,786,SortPoint_21_Right,751,786,True,106.196,136.380
239,477,SortPoint_13_Right,465,500,SortPoint_13_Right,465,500,True,106.618,133.620
240,116,SortPoint_3_Right,108,143,,,,,107.041,
241,477,SortPoint_13_Right,465,500,SortPoint_13_Right,465,500,True,107.453,134.660
242,6,SortPoint_0_Left,1,36,,,,,107.933,
243,340,SortPoint_9_Right,322,357,,,,,108.364,
244,510,SortPoint_14_Left,501,536,SortPoint_14_Left,501,536,True,108.832,140.380
245,489,SortPoint_13_Right,465,500,SortPoint_13_Right,465,500,True,109.255,135.100
246,600,SortPoint_16_Left,572,607,SortPoint_18_Left,644,679,False,109.704,136.540
247,101,SortPoint_2_Left,72,107,,,,,110.120,
248,242,SortPoint_6_Left,215,250,SortPoint_8_Left,287,321,False,110.569,134.680
249,18,SortPoint_0_Left,1,36,SortPoint_0_Left,1,36,True,110.973,134.780
250,620,SortPoint_17_Right,608,643,SortPoint_17_Right,608,643,True,111.529,143.000
251,448,SortPoint_12_Left,430,464,,,,,112.085,
252,368,SortPoint_10_Left,358,393,SortPoint_10_Left,358,393,True,112.490,137.420
253,501,SortPoint_14_Left,501,536,,,,,112.895,
254,84,SortPoint_2_Left,72,107,,,,,113.447,
255,642,SortPoint_17_Right,608,643,,,,,113.850,
256,482,SortPoint_13_Right,465,500,SortPoint_13_Right,465,500,True,114.344,146.680
257,969,SortPoint_27_Right,965,1000,,,,,114.811,
258,441,SortPoint_12_Left,430,464,,,,,115.296,
259,223,SortPoint_6_Left,215,250,,,,,115.709,
260,778,SortPoint_21_Right,751,786,,,,,116.125,
261,360,SortPoint_10_Left,358,393,,,,,116.588,
262,417,SortPoint_11_Right,394,429,SortPoint_11_Right,394,429,True,117.019,283.040
263,925,SortPoint_25_Right,894,929,,,,,117.442,
264,761,SortPoint_21_Right,751,786,,,,,117.900,
265,634,SortPoint_17_Right,608,643,SortPoint_17_Right,608,643,True,118.327,153.820
266,345,SortPoint_9_Right,322,357,,,,,118.746,
267,658,SortPoint_18_Left,644,679,,,,,119.150,
268,133,SortPoint_3_Right,108,143,SortPoint_3_Right,108,143,True,119.611,148.720
269,43,SortPoint_1_Right,37,71,,,,,120.021,
270,855,SortPoint_23_Right,822,857,,,,,120.430,
271,466,SortPoint_13_Right,465,500,,,,,120.889,
272,997,SortPoint_27_Right,965,1000,,,,,121.304,
273,610,SortPoint_17_Right,608,643,,,,,121.733,
274,965,SortPoint_27_Right,965,1000,,,,,122.156,
275,290,SortPoint_8_Left,287,321,,,,,122.646,
276,865,SortPoint_24_Left,858,893,SortPoint_24_Left,858,893,True,123.096,255.620
277,580,SortPoint_16_Left,572,607,,,,,123.590,
278,797,SortPoint_22_Left,787,821,SortPoint_22_Left,787,821,True,124.016,160.000
279,275,SortPoint_7_Right,251,286,,,,,124.468,
280,681,SortPoint_19_Right,680,714,SortPoint_19_Right,680,714,True,124.886,168.320
281,569,SortPoint_15_Right,537,571,SortPoint_15_Right,537,571,True,125.329,159.160
282,418,SortPoint_11_Right,394,429,,,,,125.870,
283,851,SortPoint_23_Right,822,857,,,,,126.319,
284,801,SortPoint_22_Left,787,821,SortPoint_22_Left,787,821,True,126.850,154.400
285,545,SortPoint_15_Right,537,571,SortPoint_15_Right,537,571,True,127.305,164.640
286,813,SortPoint_22_Left,787,821,SortPoint_22_Left,787,821,True,127.758,164.660
287,265,SortPoint_7_Right,251,286,SortPoint_7_Right,251,286,True,128.245,147.780
288,995,SortPoint_27_Right,965,1000,SortPoint_27_Right,965,1000,True,128.810,169.580
289,270,SortPoint_7_Right,251,286,SortPoint_7_Right,251,286,True,129.305,322.880
290,987,SortPoint_27_Right,965,1000,,,,,129.756,
291,600,SortPoint_16_Left,572,607,,,,,130.209,
292,338,SortPoint_9_Right,322,357,SortPoint_9_Right,322,357,True,130.658,159.680
293,605,SortPoint_16_Left,572,607,,,,,131.112,
294,264,SortPoint_7_Right,251,286,,,,,131.519,
295,345,SortPoint_9_Right,322,357,,,,,131.965,
296,843,SortPoint_23_Right,822,857,SortPoint_23_Right,822,857,True,132.382,159.140
297,275,SortPoint_7_Right,251,286,SortPoint_7_Right,251,286,True,132.831,153.800
298,303,SortPoint_8_Left,287,321,SortPoint_10_Left,358,393,False,133.284,210.580
299,293,SortPoint_8_Left,287,321,,,,,133.703,
300,233,SortPoint_6_Left,215,250,,,,,134.259,
301,612,SortPoint_17_Right,608,643,SortPoint_17_Right,608,643,True,134.664,170.080
302,550,SortPoint_15_Right,537,571,SortPoint_15_Right,537,571,True,135.077,162.180
303,552,SortPoint_15_Right,537,571,,,,,135.516,
304,880,SortPoint_24_Left,858,893,,,,,135.954,
305,960,SortPoint_26_Left,930,964,,,,,136.392,
306,897,SortPoint_25_Right,894,929,SortPoint_25_Right,894,929,True,136.891,178.380
307,765,SortPoint_21_Right,751,786,,,,,137.343,
308,21,SortPoint_0_Left,1,36,,,,,137.820,
309,910,SortPoint_25_Right,894,929,,,,,138.267,
310,426,SortPoint_11_Right,394,429,SortPoint_11_Right,394,429,True,138.715,174.380
311,346,SortPoint_9_Right,322,357,,,,,139.127,
312,445,SortPoint_12_Left,430,464,SortPoint_12_Left,430,464,True,139.630,171.280
313,664,SortPoint_18_Left,644,679,,,,,140.086,
314,178,SortPoint_4_Left,144,179,,,,,140.498,
315,236,SortPoint_6_Left,215,250,,,,,140.923,
316,195,SortPoint_5_Right,180,214,,,,,141.370,
317,198,SortPoint_5_Right,180,214,SortPoint_5_Right,180,214,True,141.820,309.660
318,808,SortPoint_22_Left,787,821,,,,,142.273,
319,848,SortPoint_23_Right,822,857,,,,,142.723,
320,398,SortPoint_11_Right,394,429,,,,,143.179,
321,417,SortPoint_11_Right,394,429,SortPoint_11_Right,394,429,True,143.627,172.700
322,38,SortPoint_1_Right,37,71,,,,,144.071,
323,275,SortPoint_7_Right,251,286,,,,,144.529,
324,165,SortPoint_4_Left,144,179,,,,,144.984,
325,558,SortPoint_15_Right,537,571,SortPoint_15_Right,537,571,True,145.438,181.560
326,378,SortPoint_10_Left,358,393,,,,,145.893,
327,637,SortPoint_17_Right,608,643,,,,,146.344,
328,638,SortPoint_17_Right,608,643,SortPoint_17_Right,608,643,True,146.799,200.880
329,569,SortPoint_15_Right,537,571,SortPoint_15_Right,537,571,True,147.260,322.380
330,775,SortPoint_21_Right,751,786,,,,,147.710,
331,62,SortPoint_1_Right,37,71,SortPoint_1_Right,37,71,True,148.166,323.680
332,165,SortPoint_4_Left,144,179,SortPoint_4_Left,144,179,True,148.632,168.480
333,88,SortPoint_2_Left,72,107,SortPoint_2_Left,72,107,True,149.095,176.380
334,284,SortPoint_7_Right,251,286,,,,,149.553,
335,747,SortPoint_20_Left,715,750,,,,,150.009,
336,35,SortPoint_0_Left,1,36,SortPoint_0_Left,1,36,True,150.475,176.140
337,217,SortPoint_6_Left,215,250,,,,,150.939,
338,617,SortPoint_17_Right,608,643,,,,,151.398,
339,831,SortPoint_23_Right,822,857,,,,,151.866,
340,589,SortPoint_16_Left,572,607,,,,,152.328,
341,716,SortPoint_20_Left,715,750,SortPoint_20_Left,715,750,True,152.790,186.160
342,944,SortPoint_26_Left,930,964,SortPoint_26_Left,930,964,True,153.269,192.320
343,799,SortPoint_22_Left,787,821,SortPoint_22_Left,787,821,True,153.766,187.680
344,447,SortPoint_12_Left,430,464,SortPoint_14_Left,501,536,False,154.263,183.440
345,478,SortPoint_13_Right,465,500,,,,,154.742,
346,358,SortPoint_10_Left,358,393,,,,,155.211,
347,416,SortPoint_11_Right,394,429,SortPoint_11_Right,394,429,True,155.692,224.680
348,815,SortPoint_22_Left,787,821,SortPoint_22_Left,787,821,True,156.166,191.380
349,35,SortPoint_0_Left,1,36,,,,,156.656,
350,651,SortPoint_18_Left,644,679,,,,,157.127,
351,699,SortPoint_19_Right,680,714,,,,,157.611,
352,22,SortPoint_0_Left,1,36,,,,,158.017,
353,73,SortPoint_2_Left,72,107,SortPoint_2_Left,72,107,True,158.502,182.200
354,903,SortPoint_25_Right,894,929,SortPoint_25_Right,894,929,True,158.936,194.140
355,628,SortPoint_17_Right,608,643,,,,,159.375,
356,786,SortPoint_21_Right,751,786,,,,,159.871,
357,451,SortPoint_12_Left,430,464,SortPoint_12_Left,430,464,True,160.338,190.760
358,775,SortPoint_21_Right,751,786,,,,,160.812,
359,649,SortPoint_18_Left,644,679,,,,,161.292,
360,379,SortPoint_10_Left,358,393,SortPoint_10_Left,358,393,True,161.776,188.740
361,360,SortPoint_10_Left,358,393,,,,,162.250,
362,445,SortPoint_12_Left,430,464,,,,,162.726,
363,378,SortPoint_10_Left,358,393,,,,,163.188,
364,898,SortPoint_25_Right,894,929,,,,,163.695,
