PackageId,Address,PlannedGaylord,PlannedRangeMin,PlannedRangeMax,ActualGaylord,ActualRangeMin,ActualRangeMax,IsCorrect,SpawnTime,LandingTime
64,299,SortPoint_8_Left,287,321,Gaylord,287,321,False,27.919,46.920
65,30,SortPoint_0_Left,1,36,,,,,28.382,
66,178,SortPoint_4_Left,144,179,Gaylord,144,179,False,28.805,46.160
67,139,SortPoint_3_Right,108,143,Gaylord,108,143,False,29.243,46.160
68,904,SortPoint_25_Right,894,929,,,,,29.682,
69,129,SortPoint_3_Right,108,143,Gaylord,108,143,False,30.140,41.800
70,644,SortPoint_18_Left,644,679,Gaylord,644,679,False,30.561,52.140
71,122,SortPoint_3_Right,108,143,Gaylord,108,143,False,31.000,56.460
72,340,SortPoint_9_Right,322,357,Gaylord,322,357,False,31.438,47.300
73,50,SortPoint_1_Right,37,71,,,,,31.918,
74,783,SortPoint_21_Right,751,786,Gaylord,751,786,False,32.376,56.260
75,702,SortPoint_19_Right,680,714,,,,,32.807,
76,734,SortPoint_20_Left,715,750,Gaylord,715,750,False,33.269,57.300
77,475,SortPoint_13_Right,465,500,Gaylord,465,500,False,33.688,53.320
78,704,SortPoint_19_Right,680,714,,,,,34.130,
79,51,SortPoint_1_Right,37,71,Gaylord,108,143,False,34.586,51.040
80,123,SortPoint_3_Right,108,143,,,,,35.040,
81,627,SortPoint_17_Right,608,643,Gaylord,608,643,False,35.497,60.980
82,418,SortPoint_11_Right,394,429,Gaylord,394,429,False,35.984,55.280
83,453,SortPoint_12_Left,430,464,Gaylord,430,464,False,36.402,56.640
84,794,SortPoint_22_Left,787,821,Gaylord,787,821,False,36.871,62.980
85,868,SortPoint_24_Left,858,893,,,,,37.272,
86,246,SortPoint_6_Left,215,250,Gaylord,215,250,False,37.743,59.620
87,590,SortPoint_16_Left,572,607,,,,,38.180,
88,810,SortPoint_22_Left,787,821,,,,,38.581,
89,908,SortPoint_25_Right,894,929,Gaylord,894,929,False,39.056,65.340
90,270,SortPoint_7_Right,251,286,Gaylord,251,286,False,39.490,54.260
91,632,SortPoint_17_Right,608,643,Gaylord,608,643,False,39.985,63.280
92,212,SortPoint_5_Right,180,214,,,,,40.441,
93,595,SortPoint_16_Left,572,607,Gaylord,572,607,False,40.841,59.720
94,335,SortPoint_9_Right,322,357,Gaylord,322,357,False,41.247,63.580
95,286,SortPoint_7_Right,251,286,Gaylord,251,286,False,41.677,102.200
96,514,SortPoint_14_Left,501,536,Gaylord,501,536,False,42.169,63.960
97,326,SortPoint_9_Right,322,357,Gaylord,322,357,False,42.630,210.600
98,796,SortPoint_22_Left,787,821,Gaylord,430,464,False,43.106,63.540
99,56,SortPoint_1_Right,37,71,,,,,43.588,
100,121,SortPoint_3_Right,108,143,,,,,44.070,
101,298,SortPoint_8_Left,287,321,Gaylord,287,321,False,44.505,76.060
102,501,SortPoint_14_Left,501,536,Gaylord,430,464,False,44.958,67.680
103,144,SortPoint_4_Left,144,179,,,,,45.447,
104,898,SortPoint_25_Right,894,929,Gaylord,894,929,False,45.905,72.700
105,368,SortPoint_10_Left,358,393,Gaylord,358,393,False,46.405,66.960
106,625,SortPoint_17_Right,608,643,,,,,46.852,
107,240,SortPoint_6_Left,215,250,Gaylord,215,250,False,47.276,67.500
108,925,SortPoint_25_Right,894,929,Gaylord,822,857,False,47.678,74.920
109,772,SortPoint_21_Right,751,786,Gaylord,751,786,False,48.099,74.920
110,228,SortPoint_6_Left,215,250,Gaylord,215,250,False,48.624,72.060
111,928,SortPoint_25_Right,894,929,,,,,49.067,
112,284,SortPoint_7_Right,251,286,Gaylord,251,286,False,49.522,69.300
113,148,SortPoint_4_Left,144,179,,,,,50.012,
114,905,SortPoint_25_Right,894,929,Gaylord,822,857,False,50.481,84.880
115,208,SortPoint_5_Right,180,214,Gaylord,180,214,False,50.951,66.840
116,827,SortPoint_23_Right,822,857,,,,,51.397,
117,196,SortPoint_5_Right,180,214,Gaylord,180,214,False,51.875,76.920
118,564,SortPoint_15_Right,537,571,Gaylord,537,571,False,52.308,81.260
119,500,SortPoint_13_Right,465,500,,,,,52.710,
120,279,SortPoint_7_Right,251,286,Gaylord,251,286,False,53.134,73.420
121,271,SortPoint_7_Right,251,286,,,,,53.608,
122,186,SortPoint_5_Right,180,214,Gaylord,180,214,False,54.043,74.080
123,53,SortPoint_1_Right,37,71,Gaylord,108,143,False,54.484,72.280
124,528,SortPoint_14_Left,501,536,Gaylord,501,536,False,54.967,77.500
125,944,SortPoint_26_Left,930,964,Gaylord,930,964,False,55.445,168.820
126,700,SortPoint_19_Right,680,714,Gaylord,751,786,False,55.919,81.880
127,52,SortPoint_1_Right,37,71,,,,,56.367,
128,494,SortPoint_13_Right,465,500,Gaylord,,,False,56.768,93.740
129,289,SortPoint_8_Left,287,321,Gaylord,287,321,False,57.244,76.440
130,977,SortPoint_27_Right,965,1000,,,,,57.667,
131,602,SortPoint_16_Left,572,607,Gaylord,572,607,False,58.107,82.020
132,201,SortPoint_5_Right,180,214,Gaylord,180,214,False,58.598,78.080
133,592,SortPoint_16_Left,572,607,Gaylord,572,607,False,59.098,84.080
134,324,SortPoint_9_Right,322,357,Gaylord,322,357,False,59.509,80.980
135,896,SortPoint_25_Right,894,929,Gaylord,894,929,False,59.937,87.300
136,535,SortPoint_14_Left,501,536,Gaylord,501,536,False,60.344,83.880
137,604,SortPoint_16_Left,572,607,Gaylord,,,False,60.827,90.680
138,298,SortPoint_8_Left,287,321,,,,,61.283,
139,998,SortPoint_27_Right,965,1000,Gaylord,965,1000,False,61.762,91.400
140,341,SortPoint_9_Right,322,357,Gaylord,322,357,False,62.203,88.220
141,44,SortPoint_1_Right,37,71,Gaylord,108,143,False,62.650,79.680
142,536,SortPoint_14_Left,501,536,,,,,63.141,
143,20,SortPoint_0_Left,1,36,Gaylord,72,107,False,63.604,96.600
144,989,SortPoint_27_Right,965,1000,Gaylord,965,1000,False,64.083,94.940
145,116,SortPoint_3_Right,108,143,,,,,64.522,
146,427,SortPoint_11_Right,394,429,Gaylord,394,429,False,64.968,90.500
147,224,SortPoint_6_Left,215,250,Gaylord,215,250,False,65.461,86.260
148,145,SortPoint_4_Left,144,179,Gaylord,144,179,False,65.872,84.020
149,477,SortPoint_13_Right,465,500,,,,,66.324,
150,552,SortPoint_15_Right,537,571,Gaylord,537,571,False,66.816,95.960
151,930,SortPoint_26_Left,930,964,,,,,67.285,
152,974,SortPoint_27_Right,965,1000,,,,,67.776,
153,596,SortPoint_16_Left,572,607,Gaylord,572,607,False,68.219,92.320
154,90,SortPoint_2_Left,72,107,Gaylord,72,107,False,68.667,88.960
155,230,SortPoint_6_Left,215,250,Gaylord,215,250,False,69.161,89.400
156,445,SortPoint_12_Left,430,464,Gaylord,430,464,False,69.574,88.540
157,559,SortPoint_15_Right,537,571,,,,,70.038,
158,418,SortPoint_11_Right,394,429,Gaylord,394,429,False,70.452,98.380
159,675,SortPoint_18_Left,644,679,Gaylord,644,679,False,70.900,98.000
160,838,SortPoint_23_Right,822,857,,,,,71.403,
161,824,SortPoint_23_Right,822,857,Gaylord,572,607,False,71.886,96.540
162,154,SortPoint_4_Left,144,179,Gaylord,144,179,False,72.317,90.160
163,652,SortPoint_18_Left,644,679,Gaylord,644,679,False,72.780,108.340
164,484,SortPoint_13_Right,465,500,,,,,73.194,
165,741,SortPoint_20_Left,715,750,Gaylord,787,821,False,73.715,100.960
166,497,SortPoint_13_Right,465,500,Gaylord,465,500,False,74.160,97.060
167,930,SortPoint_26_Left,930,964,Gaylord,930,964,False,74.615,108.020
168,487,SortPoint_13_Right,465,500,Gaylord,465,500,False,75.104,99.280
169,172,SortPoint_4_Left,144,179,Gaylord,144,179,False,75.592,213.780
170,953,SortPoint_26_Left,930,964,Gaylord,930,964,False,76.049,109.920
171,267,SortPoint_7_Right,251,286,,,,,76.559,
172,957,SortPoint_26_Left,930,964,Gaylord,930,964,False,77.057,178.820
173,141,SortPoint_3_Right,108,143,,,,,77.541,
174,222,SortPoint_6_Left,215,250,,,,,77.991,
175,666,SortPoint_18_Left,644,679,Gaylord,644,679,False,78.432,108.220
176,529,SortPoint_14_Left,501,536,,,,,78.842,
177,840,SortPoint_23_Right,822,857,Gaylord,822,857,False,79.340,109.900
178,393,SortPoint_10_Left,358,393,,,,,79.759,
179,780,SortPoint_21_Right,751,786,,,,,80.291,
180,651,SortPoint_18_Left,644,679,,,,,80.788,
181,177,SortPoint_4_Left,144,179,,,,,81.203,
182,105,SortPoint_2_Left,72,107,Gaylord,72,107,False,81.707,97.400
183,9,SortPoint_0_Left,1,36,Gaylord,72,107,False,82.177,230.380
184,409,SortPoint_11_Right,394,429,Gaylord,394,429,False,82.593,105.860
185,443,SortPoint_12_Left,430,464,Gaylord,430,464,False,82.995,109.040
186,528,SortPoint_14_Left,501,536,,,,,83.403,
187,811,SortPoint_22_Left,787,821,Gaylord,787,821,False,83.901,117.920
188,646,SortPoint_18_Left,644,679,Gaylord,644,679,False,84.368,115.340
189,768,SortPoint_21_Right,751,786,Gaylord,751,786,False,84.789,118.220
190,342,SortPoint_9_Right,322,357,,,,,85.291,
191,946,SortPoint_26_Left,930,964,,,,,85.780,
192,282,SortPoint_7_Right,251,286,Gaylord,251,286,False,86.280,105.860
193,316,SortPoint_8_Left,287,321,,,,,86.781,
194,269,SortPoint_7_Right,251,286,,,,,87.199,
195,169,SortPoint_4_Left,144,179,,,,,87.629,
196,38,SortPoint_1_Right,37,71,Gaylord,108,143,False,88.054,105.400
197,982,SortPoint_27_Right,965,1000,Gaylord,965,1000,False,88.526,124.680
198,838,SortPoint_23_Right,822,857,,,,,89.020,
199,243,SortPoint_6_Left,215,250,,,,,89.473,
200,118,SortPoint_3_Right,108,143,,,,,89.873,
201,101,SortPoint_2_Left,72,107,,,,,90.325,
202,426,SortPoint_11_Right,394,429,,,,,90.726,
203,537,SortPoint_15_Right,537,571,Gaylord,537,571,False,91.129,114.800
204,198,SortPoint_5_Right,180,214,,,,,91.599,
205,454,SortPoint_12_Left,430,464,Gaylord,430,464,False,92.053,115.440
206,1000,SortPoint_27_Right,965,1000,,,,,92.453,
207,7,SortPoint_0_Left,1,36,,,,,92.906,
208,82,SortPoint_2_Left,72,107,Gaylord,72,107,False,93.377,145.260
209,485,SortPoint_13_Right,465,500,Gaylord,465,500,False,93.876,140.500
210,830,SortPoint_23_Right,822,857,,,,,94.298,
211,732,SortPoint_20_Left,715,750,,,,,94.700,
212,144,SortPoint_4_Left,144,179,,,,,95.171,
213,725,SortPoint_20_Left,715,750,Gaylord,715,750,False,95.627,128.420
214,503,SortPoint_14_Left,501,536,Gaylord,501,536,False,96.083,120.380
215,122,SortPoint_3_Right,108,143,,,,,96.487,
216,165,SortPoint_4_Left,144,179,,,,,96.964,
217,759,SortPoint_21_Right,751,786,,,,,97.372,
218,811,SortPoint_22_Left,787,821,,,,,97.803,
219,898,SortPoint_25_Right,894,929,Gaylord,894,929,False,98.294,129.860
220,782,SortPoint_21_Right,751,786,,,,,98.734,
221,475,SortPoint_13_Right,465,500,,,,,99.190,
222,855,SortPoint_23_Right,822,857,Gaylord,822,857,False,99.670,133.340
223,97,SortPoint_2_Left,72,107,Gaylord,72,107,False,100.173,230.340
224,269,SortPoint_7_Right,251,286,Gaylord,251,286,False,100.628,126.800
225,733,SortPoint_20_Left,715,750,Gaylord,715,750,False,101.032,138.460
226,395,SortPoint_11_Right,394,429,Gaylord,394,429,False,101.482,123.060
227,151,SortPoint_4_Left,144,179,Gaylord,144,179,False,101.920,130.060
228,463,SortPoint_12_Left,430,464,Gaylord,430,464,False,102.338,198.340
229,188,SortPoint_5_Right,180,214,Gaylord,180,214,False,102.838,124.240
230,498,SortPoint_13_Right,465,500,,,,,103.298,
231,878,SortPoint_24_Left,858,893,,,,,103.700,
232,411,SortPoint_11_Right,394,429,Gaylord,394,429,False,104.146,127.240
233,94,SortPoint_2_Left,72,107,,,,,104.642,
234,632,SortPoint_17_Right,608,643,,,,,105.095,
235,344,SortPoint_9_Right,322,357,,,,,105.498,
236,1000,SortPoint_27_Right,965,1000,Gaylord,965,1000,False,105.949,142.540
237,333,SortPoint_9_Right,322,357,,,,,106.381,
238,494,SortPoint_13_Right,465,500,,,,,106.789,
239,537,SortPoint_15_Right,537,571,Gaylord,537,571,False,107.263,134.300
240,826,SortPoint_23_Right,822,857,Gaylord,822,857,False,107.772,166.240
241,414,SortPoint_11_Right,394,429,Gaylord,394,429,False,108.197,145.800
242,597,SortPoint_16_Left,572,607,,,,,108.609,
243,514,SortPoint_14_Left,501,536,Gaylord,501,536,False,109.088,131.400
244,157,SortPoint_4_Left,144,179,,,,,109.545,
245,742,SortPoint_20_Left,715,750,,,,,109.955,
246,728,SortPoint_20_Left,715,750,Gaylord,715,750,False,110.401,145.840
247,49,SortPoint_1_Right,37,71,Gaylord,108,143,False,110.818,138.440
248,586,SortPoint_16_Left,572,607,Gaylord,572,607,False,111.314,156.740
249,883,SortPoint_24_Left,858,893,Gaylord,858,893,False,111.814,139.340
250,281,SortPoint_7_Right,251,286,Gaylord,251,286,False,112.217,139.220
251,760,SortPoint_21_Right,751,786,,,,,112.706,
252,751,SortPoint_21_Right,751,786,Gaylord,751,786,False,113.217,138.200
253,970,SortPoint_27_Right,965,1000,Gaylord,965,1000,False,113.711,138.800
254,481,SortPoint_13_Right,465,500,Gaylord,465,500,False,114.114,141.260
255,529,SortPoint_14_Left,501,536,,,,,114.546,
256,401,SortPoint_11_Right,394,429,,,,,114.946,
257,192,SortPoint_5_Right,180,214,,,,,115.370,
258,978,SortPoint_27_Right,965,1000,Gaylord,430,464,False,115.788,143.860
259,252,SortPoint_7_Right,251,286,Gaylord,251,286,False,116.283,139.580
260,252,SortPoint_7_Right,251,286,,,,,116.699,
261,7,SortPoint_0_Left,1,36,,,,,117.140,
262,452,SortPoint_12_Left,430,464,,,,,117.556,
263,23,SortPoint_0_Left,1,36,Gaylord,72,107,False,117.975,219.020
264,966,SortPoint_27_Right,965,1000,Gaylord,965,1000,False,118.396,154.620
265,527,SortPoint_14_Left,501,536,Gaylord,501,536,False,118.821,146.040
266,30,SortPoint_0_Left,1,36,,,,,119.223,
267,814,SortPoint_22_Left,787,821,,,,,119.740,
268,353,SortPoint_9_Right,322,357,,,,,120.198,
269,966,SortPoint_27_Right,965,1000,,,,,120.605,
270,677,SortPoint_18_Left,644,679,,,,,121.089,
271,896,SortPoint_25_Right,894,929,,,,,121.491,
272,607,SortPoint_16_Left,572,607,Gaylord,572,607,False,121.902,157.560
273,782,SortPoint_21_Right,751,786,Gaylord,751,786,False,122.317,156.520
274,175,SortPoint_4_Left,144,179,Gaylord,144,179,False,122.750,150.620
275,464,SortPoint_12_Left,430,464,,,,,123.232,
276,27,SortPoint_0_Left,1,36,,,,,123.634,
277,412,SortPoint_11_Right,394,429,Gaylord,394,429,False,124.040,153.280
278,831,SortPoint_23_Right,822,857,,,,,124.553,
279,877,SortPoint_24_Left,858,893,Gaylord,858,893,False,125.062,163.900
280,781,SortPoint_21_Right,751,786,Gaylord,751,786,False,125.494,155.780
281,173,SortPoint_4_Left,144,179,,,,,125.904,
282,236,SortPoint_6_Left,215,250,,,,,126.314,
283,875,SortPoint_24_Left,858,893,,,,,126.726,
284,978,SortPoint_27_Right,965,1000,Gaylord,965,1000,False,127.142,159.300
285,318,SortPoint_8_Left,287,321,,,,,127.643,
286,446,SortPoint_12_Left,430,464,,,,,128.064,
287,964,SortPoint_26_Left,930,964,Gaylord,930,964,False,128.495,169.260
288,997,SortPoint_27_Right,965,1000,Gaylord,965,1000,False,128.911,187.240
289,480,SortPoint_13_Right,465,500,,,,,129.318,
290,826,SortPoint_23_Right,822,857,,,,,129.808,
291,151,SortPoint_4_Left,144,179,Gaylord,144,179,False,130.234,152.040
292,603,SortPoint_16_Left,572,607,Gaylord,572,607,False,130.652,161.840
293,114,SortPoint_3_Right,108,143,Gaylord,108,143,False,131.111,159.280
294,854,SortPoint_23_Right,822,857,Gaylord,822,857,False,131.553,177.540
295,329,SortPoint_9_Right,322,357,,,,,132.010,
296,652,SortPoint_18_Left,644,679,Gaylord,644,679,False,132.535,166.500
297,198,SortPoint_5_Right,180,214,,,,,132.973,
298,329,SortPoint_9_Right,322,357,,,,,133.433,
299,503,SortPoint_14_Left,501,536,,,,,133.884,
300,702,SortPoint_19_Right,680,714,Gaylord,680,714,False,134.322,169.220
301,744,SortPoint_20_Left,715,750,,,,,134.779,
302,623,SortPoint_17_Right,608,643,,,,,135.224,
303,335,SortPoint_9_Right,322,357,Gaylord,322,357,False,135.672,170.440
304,116,SortPoint_3_Right,108,143,,,,,136.127,
305,700,SortPoint_19_Right,680,714,,,,,136.604,
306,442,SortPoint_12_Left,430,464,Gaylord,430,464,False,137.063,161.160
307,515,SortPoint_14_Left,501,536,Gaylord,501,536,False,137.502,172.520
308,61,SortPoint_1_Right,37,71,,,,,138.019,
309,713,SortPoint_19_Right,680,714,,,,,138.440,
310,219,SortPoint_6_Left,215,250,Gaylord,215,250,False,138.876,170.800
311,312,SortPoint_8_Left,287,321,Gaylord,287,321,False,139.290,169.360
312,295,SortPoint_8_Left,287,321,Gaylord,287,321,False,139.731,166.960
313,427,SortPoint_11_Right,394,429,,,,,140.158,
314,41,SortPoint_1_Right,37,71,,,,,140.586,
315,253,SortPoint_7_Right,251,286,,,,,141.038,
316,226,SortPoint_6_Left,215,250,,,,,141.562,
317,983,SortPoint_27_Right,965,1000,,,,,141.990,
318,862,SortPoint_24_Left,858,893,,,,,142.434,
319,831,SortPoint_23_Right,822,857,Gaylord,822,857,False,142.847,177.720
320,294,SortPoint_8_Left,287,321,Gaylord,287,321,False,143.278,179.840
321,911,SortPoint_25_Right,894,929,,,,,143.786,
322,627,SortPoint_17_Right,608,643,Gaylord,608,643,False,144.217,179.340
323,201,SortPoint_5_Right,180,214,,,,,144.646,
324,955,SortPoint_26_Left,930,964,Gaylord,930,964,False,145.058,179.080
325,742,SortPoint_20_Left,715,750,,,,,145.505,
326,108,SortPoint_3_Right,108,143,,,,,145.952,
327,8,SortPoint_0_Left,1,36,,,,,146.401,
328,123,SortPoint_3_Right,108,143,,,,,146.807,
329,459,SortPoint_12_Left,430,464,,,,,147.259,
330,888,SortPoint_24_Left,858,893,Gaylord,858,893,False,147.742,186.720
331,309,SortPoint_8_Left,287,321,Gaylord,287,321,False,148.256,175.400
332,608,SortPoint_17_Right,608,643,,,,,148.678,
333,312,SortPoint_8_Left,287,321,Gaylord,287,321,False,149.129,173.860
334,256,SortPoint_7_Right,251,286,,,,,149.534,
335,285,SortPoint_7_Right,251,286,,,,,149.968,
336,669,SortPoint_18_Left,644,679,,,,,150.375,
337,565,SortPoint_15_Right,537,571,,,,,150.898,
338,443,SortPoint_12_Left,430,464,,,,,151.314,
339,979,SortPoint_27_Right,965,1000,,,,,151.744,
340,447,SortPoint_12_Left,430,464,Gaylord,430,464,False,152.184,206.300
341,929,SortPoint_25_Right,894,929,,,,,152.598,
342,8,SortPoint_0_Left,1,36,,,,,153.027,
343,64,SortPoint_1_Right,37,71,,,,,153.511,
344,352,SortPoint_9_Right,322,357,,,,,153.972,
345,189,SortPoint_5_Right,180,214,,,,,154.387,
346,939,SortPoint_26_Left,930,964,,,,,154.822,
347,727,SortPoint_20_Left,715,750,,,,,155.241,
348,491,SortPoint_13_Right,465,500,,,,,155.674,
349,298,SortPoint_8_Left,287,321,Gaylord,287,321,False,156.088,182.740
350,439,SortPoint_12_Left,430,464,,,,,156.517,
351,964,SortPoint_26_Left,930,964,,,,,156.958,
352,395,SortPoint_11_Right,394,429,,,,,157.377,
353,988,SortPoint_27_Right,965,1000,,,,,157.788,
354,686,SortPoint_19_Right,680,714,,,,,158.237,
355,78,SortPoint_2_Left,72,107,,,,,158.666,
356,509,SortPoint_14_Left,501,536,,,,,159.162,
357,847,SortPoint_23_Right,822,857,Gaylord,394,429,False,159.578,190.220
358,861,SortPoint_24_Left,858,893,,,,,160.007,
359,666,SortPoint_18_Left,644,679,Gaylord,644,679,False,160.439,206.120
360,287,SortPoint_8_Left,287,321,,,,,160.952,
361,504,SortPoint_14_Left,501,536,,,,,161.376,
362,987,SortPoint_27_Right,965,1000,,,,,161.823,
363,729,SortPoint_20_Left,715,750,,,,,162.283,
364,433,SortPoint_12_Left,430,464,,,,,162.744,
365,930,SortPoint_26_Left,930,964,,,,,163.182,
366,754,SortPoint_21_Right,751,786,Gaylord,751,786,False,163.608,196.100
367,282,SortPoint_7_Right,251,286,,,,,164.012,
368,972,SortPoint_27_Right,965,1000,,,,,164.492,
369,369,SortPoint_10_Left,358,393,,,,,164.941,
370,568,SortPoint_15_Right,537,571,Gaylord,537,571,False,165.393,193.900
371,596,SortPoint_16_Left,572,607,Gaylord,572,607,False,165.829,196.120
372,89,SortPoint_2_Left,72,107,,,,,166.242,
373,238,SortPoint_6_Left,215,250,Gaylord,215,250,False,166.647,227.100
374,434,SortPoint_12_Left,430,464,,,,,167.118,
375,87,SortPoint_2_Left,72,107,,,,,167.559,
376,134,SortPoint_3_Right,108,143,Gaylord,108,143,False,168.014,194.760
377,366,SortPoint_10_Left,358,393,Gaylord,358,393,False,168.463,208.500
378,390,SortPoint_10_Left,358,393,,,,,168.898,
379,204,SortPoint_5_Right,180,214,,,,,169.304,
380,794,SortPoint_22_Left,787,821,,,,,169.808,
381,651,SortPoint_18_Left,644,679,,,,,170.209,
382,941,SortPoint_26_Left,930,964,,,,,170.656,
383,636,SortPoint_17_Right,608,643,Gaylord,608,643,False,171.146,206.660
384,460,SortPoint_12_Left,430,464,,,,,171.553,
385,610,SortPoint_17_Right,608,643,Gaylord,608,643,False,171.986,202.280
386,217,SortPoint_6_Left,215,250,Gaylord,215,250,False,172.488,200.880
387,526,SortPoint_14_Left,501,536,Gaylord,501,536,False,172.949,212.140
388,933,SortPoint_26_Left,930,964,,,,,173.444,
389,459,SortPoint_12_Left,430,464,,,,,173.883,
390,832,SortPoint_23_Right,822,857,,,,,174.339,
391,453,SortPoint_12_Left,430,464,,,,,174.793,
392,68,SortPoint_1_Right,37,71,,,,,175.235,
393,942,SortPoint_26_Left,930,964,,,,,175.659,
394,754,SortPoint_21_Right,751,786,,,,,176.096,
395,307,SortPoint_8_Left,287,321,,,,,176.612,
396,395,SortPoint_11_Right,394,429,Gaylord,572,607,False,177.037,212.740
397,188,SortPoint_5_Right,180,214,Gaylord,180,214,False,177.459,213.000
398,161,SortPoint_4_Left,144,179,,,,,177.876,
399,541,SortPoint_15_Right,537,571,Gaylord,537,571,False,178.305,210.940
400,567,SortPoint_15_Right,537,571,,,,,178.710,
401,120,SortPoint_3_Right,108,143,,,,,179.139,
402,238,SortPoint_6_Left,215,250,,,,,179.567,
403,985,SortPoint_27_Right,965,1000,,,,,179.973,
